Company,Shortname,Link
BPL,BPL,https://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/bpl/BPL
Hindusthan Urba,HUI,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/hindusthanurbaninfrastructurelimited/HUI
Websol Energy,WSL,https://www.moneycontrol.com/india/stockpricequote/electricequipment/websolenergysystem/WSL
Indosolar,I10,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/indosolar/I03
Ruttonsha Intl,RIR,https://www.moneycontrol.com/india/stockpricequote/electricals/ruttonshainternationalrectifier/RIR
SPEL Semiconduc,SPI01,https://www.moneycontrol.com/india/stockpricequote/computershardware/spelsemiconductor/SPI05
Incap,IC01,https://www.moneycontrol.com/india/stockpricequote/electricals/incap/I10
BCC Fuba,BCC,https://www.moneycontrol.com/india/stockpricequote/electricals/bccfubaindia/BCC
L&T Technology,LTS,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/lttechnologyservices/LTS
EngineersInd,EI14,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/engineersindia/EI14
ISGEC Heavy Eng,SIS06,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/isgecheavyengineering/SIS06
Kennametal,WI06,https://www.moneycontrol.com/india/stockpricequote/machinetools/kennametalindia/WI06
Pritika Auto,SME02,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/pritikaauto/SME02
Alphageo,AI10,https://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/alphageoindia/AI10
Mold Tek Tech,MTP01,https://www.moneycontrol.com/india/stockpricequote/packaging/moldtektechnologies/MTT01
Pitti Engineeri,PL,https://www.moneycontrol.com/india/stockpricequote/engineering/pittiengineering/PL
Mangal Credit,TML,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/mangalcreditfincorp/TML
Likhami Consult,LC06,https://www.moneycontrol.com/india/stockpricequote/financegeneral/likhamiconsulting/LC06
Lokesh Machines,LMS,https://www.moneycontrol.com/india/stockpricequote/machinetools/lokeshmachines/LMS
Artefact,ASF02,https://www.moneycontrol.com/india/stockpricequote/engineering/artefactprojects/AP32
GTV Engineering,GTV,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/gtvengineering/GTV
KEC Intl,KEC03,https://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/kecinternational/KEC04
SKIL Infra,SKI,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/skilinfrastructure/SKI
High Ground Ent,WYE,https://www.moneycontrol.com/india/stockpricequote/trading/highgroundenterprise/WYE
Gujarat Bitumen,GB06,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/gujaratbitumen/GB06
KEC Intl,KEC03,https://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/kecinternational/KEC04
SKIL Infra,SKI,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/skilinfrastructure/SKI
High Ground Ent,WYE,https://www.moneycontrol.com/india/stockpricequote/trading/highgroundenterprise/WYE
Gujarat Bitumen,GB06,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/gujaratbitumen/GB06
Bharat Elec,BE03,https://www.moneycontrol.com/india/stockpricequote/electricals/bharatelectronics/BE03
AIA Engineering,AIE01,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/aiaengineering/AIE01
Thermax,T,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/thermax/T
BHEL,BHE,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/bharatheavyelectricals/BHE
GMM Pfaudler,GMM01,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/gmmpfaudler/GMM01
NESCO,NSE,https://www.moneycontrol.com/india/stockpricequote/diversified/nesco/NES
BEML,BEM,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/beml/BEM03
Triveni Turbine,TT12,https://www.moneycontrol.com/india/stockpricequote/electricequipment/triveniturbine/TT14
Greaves Cotton,G,https://www.moneycontrol.com/india/stockpricequote/engines/greavescotton/GC20
KSB Pumps,KSB,https://www.moneycontrol.com/india/stockpricequote/pumps/ksb/KSB
Kirloskar Oil,KOE03,https://www.moneycontrol.com/india/stockpricequote/engines/kirloskaroilengines/KOE03
Forbes Gokak,FG,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/forbesgokak/FG
Praj Industries,PI17,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/prajindustries/PI17
Ion Exchange,IEI,https://www.moneycontrol.com/india/stockpricequote/engineering/ionexchangeindia/IEI
Kirloskar Bros,KB02,https://www.moneycontrol.com/india/stockpricequote/pumps/kirloskarbrothers/KB02
HLE Glascoat,SGE02,https://www.moneycontrol.com/india/stockpricequote/glassglassproducts/hleglascoat/SGE02
Disa India,GFD,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/disaindia/DI22
Kirloskar Ind,KOE,https://www.moneycontrol.com/india/stockpricequote/engines/kirloskarindustries/KOE
Action Const,ACE3,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/actionconstructionequipment/ACE3
Genus Power,GOE,https://www.moneycontrol.com/india/stockpricequote/electricals/genuspowerinfrastructures/GPI08
Yuken India,YI,https://www.moneycontrol.com/india/stockpricequote/pumps/yukenindia/YI
TAEL,ANUP54246,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/theanupengineering/ANUP54246
Skipper,S19,https://www.moneycontrol.com/india/stockpricequote/engineering/skipper/S21
CMI FPE,FPE,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/cmifpe/CMI02
Mahindra EPC,EPC,https://www.moneycontrol.com/india/stockpricequote/plastics/mahindraepcirrigation/EPC
United Drilling,UDT,https://www.moneycontrol.com/india/stockpricequote/machinetools/uniteddrillingtools/UDT
Elecon Eng,EEC,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/eleconengineeringcompany/EEC
Hercules Hoists,HH01,https://www.moneycontrol.com/india/stockpricequote/engineering/herculeshoists/HH01
Everest Kanto,EKC,https://www.moneycontrol.com/india/stockpricequote/packaging/everestkantocylinder/EKC
Axtel Ind,AET,https://www.moneycontrol.com/india/stockpricequote/engineering/axtelindustries/AI62
Kabra Extrusion,KET,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/kabraextrusiontechnik/KET
Intl Conveyor,IC05,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/internationalconveyors/IC05
Walchandnagar,WI01,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/walchandnagarindustries/WI01
Eimco Elecon,EEI,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/eimcoeleconindia/EEI
TIL,TIL,https://www.moneycontrol.com/india/stockpricequote/engineering/til/TIL
Salasar Techno ,STE02,https://www.moneycontrol.com/india/stockpricequote/engineering/salasartechnoengineering/STE02
Mazda,MC07,https://www.moneycontrol.com/india/stockpricequote/engineering/mazda/M14
Artson Engg,AE10,https://www.moneycontrol.com/india/stockpricequote/engineering/artsonengineering/AE10
DHP,DHP,https://www.moneycontrol.com/india/stockpricequote/domesticappliances/dhpindia/DHP02
TRF,TRF,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/trf/TRF
Sika Interplant,SIS02,https://www.moneycontrol.com/india/stockpricequote/engineering/sikainterplantsystems/SIS02
Pradeep Metals,PM04,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/pradeepmetals/PM04
BCPL Railway In,BRI,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/bcplrailwayinfrastructure/BRI02
Josts Engineers,JEC,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/jostsengineerscompany/JEC
Mauria Udyog,MU03,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/mauriaudyog/MU02
Triton Valves,TV,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/tritonvalves/TV
Rajoo Engineers,RE,https://www.moneycontrol.com/india/stockpricequote/engineering/rajooengineers/RE
Bajaj Steel,BSI01,https://www.moneycontrol.com/india/stockpricequote/packaging/bajajsteelindustries/BSI01
Alfred Herbert,AHI,https://www.moneycontrol.com/india/stockpricequote/engineering/alfredherbertindia/AHI
Patels Airtemp,PAI02,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/patelsairtempindia/PAI02
Lloyds Steels,LSI01,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/lloydssteelsindustries/LSI02
Duncan Eng,SSD,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/duncanengineering/SD05
TandI Global,TIG,https://www.moneycontrol.com/india/stockpricequote/trading/tiglobal/TIG
Fluidomat,F02,https://www.moneycontrol.com/india/stockpricequote/engineering/fluidomat/F02
Birla Precision,BK,https://www.moneycontrol.com/india/stockpricequote/machinetools/birlaprecisiontechnologies/BPT01
Shilp Gravures,SG05,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/shilpgravures/SG05
Affordable Robo,ARA,https://www.moneycontrol.com/india/stockpricequote/engineering/affordableroboticautomation/ARA
Intl Combustion,ICI06,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/internationalcombustionindia/ICI06
Manugraph Ind,MI08,https://www.moneycontrol.com/india/stockpricequote/engineering/manugraphindustries/MI08
Tayo Rolls,TY,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/tayorolls/TR01
Batliboi,BC02,https://www.moneycontrol.com/india/stockpricequote/engineering/batliboi/B02
Kilburn Engg,KE03,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/kilburnengineering/KE03
ATV Projects,ATV,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/atvprojectsindia/ATV
Akar Auto Indus,AT04,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/akarautoindustries/AT04
Brady and Morri,BME,https://www.moneycontrol.com/india/stockpricequote/textilesmachinery/bradymorrisengineeringcompany/BME
Amba Enterprise,AE17,https://www.moneycontrol.com/india/stockpricequote/electricequipment/ambaenterprises/AE18
ITL Industries,ITL,https://www.moneycontrol.com/india/stockpricequote/machinetools/itlindustries/ITL
GG Dandekar,GGD,https://www.moneycontrol.com/india/stockpricequote/engineering/ggdandekarmachineworks/GGD
KPT Industries,KPT01,https://www.moneycontrol.com/india/stockpricequote/machinetools/kulkarnipowertools/KPT01
Cenlub,CI06,https://www.moneycontrol.com/india/stockpricequote/engineering/cenlubindustries/CI06
Polymechplast,PM03,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/polymechplastmachines/PM03
Rapicut Carbide,RC03,https://www.moneycontrol.com/india/stockpricequote/machinetools/rapicutcarbides/RC03
United Van Hors,UVD,https://www.moneycontrol.com/india/stockpricequote/engineering/unitedvanderhorst/UVD
Advance Meter,AMT,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/advancemeteringtechnology/AMT
Bil Energy,BES01,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/bilenergysystems/BES01
Alliance Integ,AIM,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/allianceintegratedmetaliks/AIM
Hawa Engineers,HE02,https://www.moneycontrol.com/india/stockpricequote/engineering/hawaengineers/HE02
Rishi Laser,RLC,https://www.moneycontrol.com/india/stockpricequote/machinetools/rishilaser/RL05
Cranex,C08,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/cranex/C08
Medico Intercon,ILF04,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/intercontinentalleasingfinancecompany/ILF03
Bharat 22 ETF,ICI15,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/bharat22etficiciprudentialamc/ICI15
CPSE ETF,CPS01,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/cpseetf/CPS01
MOSt NASDAQ 100,MOM02,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/motilaloswalmostsharesnasdaq100etf/MOM02
MOSt M50 ETF,MOM,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/motilaloswalmostsharesm50etf/MOM
MOSt M100 ETF,MOM01,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/motilaloswalmostsharesmidcap100etf/MOM01
SBI MF ETF,SBI22,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sbimutualfundsensexetf/SBI23
IPRU NF100 ETF,ICI12,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/iciciprudentialnifty100etf/ICI12
R ETF Nifty 100,RSC02,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/relianceetfnifty100/RSC03
Nippon ETF Ha,BMF01,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/nipponindiaetfhangsengbees/BMF01
IPRU Gold ETF,ICI10,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/iciciprudentialgoldetf/ICI10
Sterling Tools,ST,https://www.moneycontrol.com/india/stockpricequote/fasteners/sterlingtools/ST
Simmonds-Marsha,SM04,https://www.moneycontrol.com/india/stockpricequote/fasteners/simmondsmarshall/SM04
Lakshmi Prec,LPS,https://www.moneycontrol.com/india/stockpricequote/fasteners/lakshmiprecisionscrews/LPS
Maithan Alloys,MA04,https://www.moneycontrol.com/india/stockpricequote/miningminerals/maithanalloys/MA04
Indian Metals,IMF01,https://www.moneycontrol.com/india/stockpricequote/miningminerals/indianmetalsferroalloys/IMF01
Balasore Alloys,IA04,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/balasorealloys/BA9
VBC Ferro,VBC,https://www.moneycontrol.com/india/stockpricequote/miningminerals/vbcferroalloys/VBC
Facor Alloys,FA,https://www.moneycontrol.com/india/stockpricequote/miningminerals/facoralloys/FA
Indsil Hydro,IE03,https://www.moneycontrol.com/india/stockpricequote/miningminerals/indsilhydropowermanganese/IHP02
Impex FerroTech,IFT,https://www.moneycontrol.com/india/stockpricequote/miningminerals/impexferrotech/IFT
Coromandel Int,CF06,https://www.moneycontrol.com/india/stockpricequote/fertilisers/coromandelinternational/CI45
Tata Chemicals,TC,https://www.moneycontrol.com/india/stockpricequote/chemicals/tatachemicals/TC
Chambal Fert,CFC,https://www.moneycontrol.com/india/stockpricequote/fertilisers/chambalfertiliserschemicals/CFC
Fert and Chem,FCT,https://www.moneycontrol.com/india/stockpricequote/fertilisers/fertiliserschemicalstravancore/FCT
GNFC,GNV,https://www.moneycontrol.com/india/stockpricequote/fertilisers/gujaratnarmadavalleyfertilizerschemicals/GNV
Rashtriya Chem,RCF01,https://www.moneycontrol.com/india/stockpricequote/fertilisers/rashtriyachemicalsfertilisers/RCF01
GSFC,GSF,https://www.moneycontrol.com/india/stockpricequote/fertilisers/gujaratstatefertilizerschemicals/GSF
NFL,NF06,https://www.moneycontrol.com/india/stockpricequote/fertilisers/nationalfertilizers/NF06
Deepak Fert,DFP,https://www.moneycontrol.com/india/stockpricequote/fertilisers/deepakfertilizerspetrochemicalscoprn/DFP
Zuari Agro Chem,ZAC,https://www.moneycontrol.com/india/stockpricequote/fertilisers/zuariagrochemicals/ZAC
Mangalore Chem,MCF01,https://www.moneycontrol.com/india/stockpricequote/fertilisers/mangalorechemicalsfertilisers/MCF01
SPIC,SPI05,https://www.moneycontrol.com/india/stockpricequote/fertilisers/southernpetrochemicalindustriescorporation/SPI01
Nagarjuna Fert,NFC,https://www.moneycontrol.com/india/stockpricequote/fertilisers/nagarjunafertiliserschemicals/NFC
Madras Fert,MF15,https://www.moneycontrol.com/india/stockpricequote/fertilisers/madrasfertilizers/MF15
Zuari Global,ZA,https://www.moneycontrol.com/india/stockpricequote/fertilisers/zuariglobal/ZI01
Bharat Agri,BF02,https://www.moneycontrol.com/india/stockpricequote/fertilisers/bharatagrifertrealty/BF02
Khaitan Chem,KCF,https://www.moneycontrol.com/india/stockpricequote/fertilisers/khaitanchemicalsfertilizers/KCF
Aries Agro,AA13,https://www.moneycontrol.com/india/stockpricequote/fertilisers/ariesagro/AA02
Rama Phosphates,RP07,https://www.moneycontrol.com/india/stockpricequote/fertilisers/ramaphosphates/RP07
Basant Agro Tec,BAT,https://www.moneycontrol.com/india/stockpricequote/fertilisers/basantagrotechindia/BAT
Shiva Global,SF09,https://www.moneycontrol.com/india/stockpricequote/fertilisers/shivaglobalagroindustries/SF25
PVR,PVR,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/pvr/PVR
INOX Leisure,INO01,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/inoxleisure/INO01
Prime Focus,PF13,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/primefocus/PF13
Jump Networks,BF01,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/jumpnetworks/CG02
Saregama India,GCI,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/saregamaindia/SI67
